"ID","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","subscribed"
29321,54,"technician","divorced","secondary","no",2156,"yes","no","cellular",30,"apr",258,1,86,5,"success","yes"
29322,33,"technician","married","tertiary","no",2976,"yes","no","cellular",9,"nov",465,2,95,12,"other","no"
29323,28,"management","single","tertiary","no",80,"no","no","cellular",20,"oct",676,2,146,2,"failure","yes"
29324,44,"management","married","tertiary","no",0,"no","no","unknown",13,"may",27,1,-1,0,"unknown","no"
29325,34,"self-employed","married","tertiary","no",2427,"no","no","telephone",11,"aug",90,3,70,3,"failure","no"
29326,43,"technician","divorced","secondary","no",1612,"no","no","cellular",28,"aug",119,2,95,3,"success","no"
29327,29,"admin.","single","secondary","no",3528,"no","no","cellular",8,"oct",137,1,-1,0,"unknown","yes"
29328,55,"management","married","tertiary","no",0,"no","no","unknown",29,"may",206,2,-1,0,"unknown","no"
29329,48,"blue-collar","married","unknown","no",279,"yes","no","telephone",14,"jul",211,3,-1,0,"unknown","no"
29330,35,"technician","married","secondary","no",-215,"no","yes","cellular",31,"jul",57,34,-1,0,"unknown","no"
29331,47,"unemployed","married","primary","no",4274,"no","no","telephone",28,"jan",852,2,-1,0,"unknown","no"
29332,51,"management","married","tertiary","no",2814,"no","no","cellular",3,"feb",178,1,-1,0,"unknown","no"
29333,54,"admin.","divorced","secondary","no",791,"no","yes","cellular",10,"jul",66,1,-1,0,"unknown","no"
29334,28,"admin.","married","secondary","no",22,"yes","yes","cellular",14,"may",523,2,-1,0,"unknown","no"
29335,36,"entrepreneur","married","secondary","no",0,"yes","no","cellular",11,"may",187,1,174,1,"failure","no"
29336,39,"technician","married","secondary","no",1,"yes","no","unknown",26,"may",506,2,-1,0,"unknown","no"
29337,38,"management","married","tertiary","no",1074,"no","no","cellular",8,"aug",153,8,-1,0,"unknown","no"
29338,35,"management","single","tertiary","no",4,"yes","no","unknown",30,"may",449,1,-1,0,"unknown","no"
29339,60,"services","divorced","primary","no",58,"no","yes","cellular",11,"jul",165,2,-1,0,"unknown","no"
29340,39,"self-employed","married","secondary","no",31,"yes","no","cellular",20,"nov",61,2,181,4,"failure","no"
29341,35,"technician","married","secondary","no",94,"yes","yes","unknown",14,"may",208,5,-1,0,"unknown","no"
29342,31,"self-employed","married","tertiary","no",3,"yes","no","cellular",29,"jul",215,4,-1,0,"unknown","no"
29343,51,"blue-collar","married","secondary","no",0,"yes","no","cellular",21,"nov",8,6,-1,0,"unknown","no"
29344,45,"technician","married","secondary","no",1118,"yes","no","telephone",22,"jul",27,1,-1,0,"unknown","no"
29345,51,"blue-collar","married","secondary","no",328,"no","no","unknown",4,"jul",203,1,-1,0,"unknown","no"
29346,37,"blue-collar","single","tertiary","no",344,"no","no","unknown",20,"jun",407,2,-1,0,"unknown","no"
29347,34,"blue-collar","single","primary","no",246,"no","no","unknown",3,"jun",81,5,-1,0,"unknown","no"
29348,41,"management","married","tertiary","no",2646,"no","no","cellular",30,"jul",81,2,-1,0,"unknown","no"
29349,42,"services","married","secondary","no",0,"yes","no","cellular",9,"jul",431,1,-1,0,"unknown","no"
29350,57,"housemaid","married","primary","no",85,"no","no","unknown",27,"jun",194,1,-1,0,"unknown","no"
29351,60,"self-employed","married","secondary","no",1690,"no","no","cellular",28,"aug",64,11,-1,0,"unknown","no"
29352,51,"entrepreneur","married","tertiary","no",5254,"yes","no","unknown",23,"oct",134,1,-1,0,"unknown","yes"
29353,46,"blue-collar","married","secondary","no",2603,"yes","yes","cellular",11,"may",50,3,277,2,"failure","no"
29354,54,"management","married","tertiary","no",384,"yes","no","cellular",12,"may",30,7,-1,0,"unknown","no"
29355,34,"technician","single","secondary","no",0,"no","no","cellular",21,"aug",163,2,-1,0,"unknown","no"
29356,27,"admin.","single","unknown","no",56,"yes","no","unknown",16,"may",730,2,-1,0,"unknown","no"
29357,43,"services","married","secondary","no",508,"yes","no","cellular",18,"nov",200,1,172,1,"failure","no"
29358,58,"technician","married","secondary","no",629,"yes","no","cellular",3,"feb",193,3,265,2,"failure","no"
29359,50,"technician","married","secondary","no",-157,"yes","no","unknown",27,"may",353,3,-1,0,"unknown","no"
29360,31,"management","married","tertiary","no",607,"no","no","cellular",27,"aug",200,5,-1,0,"unknown","no"
29361,37,"management","married","tertiary","no",865,"yes","no","cellular",3,"jun",101,1,-1,0,"unknown","no"
29362,36,"unemployed","married","secondary","no",17458,"no","no","cellular",23,"sep",390,2,-1,0,"unknown","no"
29363,37,"blue-collar","married","primary","no",-106,"yes","yes","cellular",12,"may",690,1,-1,0,"unknown","yes"
29364,33,"technician","divorced","secondary","no",948,"no","no","unknown",26,"jul",7,1,-1,0,"unknown","no"
29365,35,"technician","divorced","secondary","no",84,"yes","yes","cellular",6,"may",954,1,-1,0,"unknown","yes"
29366,34,"management","married","tertiary","no",1310,"no","no","telephone",30,"jan",521,3,158,7,"other","no"
29367,49,"management","married","tertiary","no",78,"yes","no","cellular",8,"apr",65,3,-1,0,"unknown","no"
29368,50,"unknown","married","unknown","no",0,"no","no","cellular",21,"aug",120,2,-1,0,"unknown","no"
29369,32,"blue-collar","married","primary","no",1138,"yes","yes","unknown",6,"jun",164,4,-1,0,"unknown","no"
29370,39,"blue-collar","single","secondary","no",-480,"yes","yes","cellular",2,"feb",147,2,252,3,"other","no"
29371,27,"technician","single","tertiary","no",931,"yes","no","cellular",4,"feb",1078,1,-1,0,"unknown","yes"
29372,32,"management","married","tertiary","no",4307,"yes","no","unknown",28,"may",91,3,-1,0,"unknown","no"
29373,30,"management","married","tertiary","no",101,"yes","no","cellular",17,"nov",348,1,123,1,"failure","no"
29374,35,"blue-collar","single","primary","no",-269,"yes","no","unknown",9,"jun",96,10,-1,0,"unknown","no"
29375,30,"management","single","tertiary","no",0,"no","no","cellular",6,"feb",108,4,-1,0,"unknown","no"
29376,54,"management","married","tertiary","no",1411,"no","no","cellular",12,"aug",56,2,-1,0,"unknown","no"
29377,34,"self-employed","married","tertiary","no",980,"no","no","cellular",8,"jul",243,1,348,3,"failure","no"
29378,47,"housemaid","married","tertiary","no",1985,"no","no","unknown",12,"jun",320,2,-1,0,"unknown","no"
29379,41,"admin.","married","primary","no",4488,"yes","no","cellular",9,"jul",321,1,-1,0,"unknown","no"
29380,31,"technician","single","secondary","no",863,"yes","no","cellular",25,"may",166,3,111,6,"failure","no"
29381,38,"blue-collar","married","secondary","no",566,"yes","yes","telephone",17,"apr",318,2,332,6,"other","no"
29382,49,"admin.","divorced","secondary","no",333,"yes","no","unknown",27,"may",36,3,-1,0,"unknown","no"
29383,40,"admin.","single","secondary","no",2360,"yes","no","cellular",20,"apr",15,2,-1,0,"unknown","no"
29384,34,"blue-collar","married","primary","no",69,"no","no","telephone",7,"jul",41,1,-1,0,"unknown","no"
29385,58,"unemployed","married","primary","no",3884,"no","no","unknown",9,"jul",399,8,-1,0,"unknown","no"
29386,39,"technician","married","secondary","no",13165,"yes","yes","cellular",22,"aug",147,4,-1,0,"unknown","no"
29387,30,"technician","single","primary","no",2731,"yes","no","cellular",14,"apr",314,1,-1,0,"unknown","no"
29388,37,"technician","single","tertiary","no",1609,"no","yes","unknown",20,"jun",10,19,-1,0,"unknown","no"
29389,42,"self-employed","married","tertiary","no",2821,"no","no","unknown",11,"jun",203,2,-1,0,"unknown","no"
29390,37,"technician","married","secondary","no",1610,"no","no","unknown",16,"jun",140,2,-1,0,"unknown","no"
29391,34,"management","single","tertiary","no",395,"yes","no","cellular",16,"apr",316,2,-1,0,"unknown","no"
29392,38,"management","divorced","tertiary","no",637,"yes","no","cellular",8,"may",295,2,343,1,"other","no"
29393,35,"entrepreneur","married","tertiary","no",512,"yes","no","unknown",30,"may",659,1,-1,0,"unknown","no"
29394,35,"blue-collar","married","unknown","no",75,"yes","no","unknown",16,"jun",169,1,-1,0,"unknown","no"
29395,41,"management","single","tertiary","no",260,"no","no","cellular",4,"aug",149,1,-1,0,"unknown","no"
29396,34,"blue-collar","single","secondary","no",610,"yes","no","unknown",9,"may",316,3,-1,0,"unknown","no"
29397,37,"management","married","tertiary","no",655,"no","no","unknown",28,"may",244,3,-1,0,"unknown","no"
29398,57,"blue-collar","married","primary","no",318,"yes","no","unknown",27,"may",206,2,-1,0,"unknown","no"
29399,57,"management","married","secondary","no",123,"no","no","cellular",2,"feb",154,2,-1,0,"unknown","no"
29400,40,"technician","married","secondary","no",-28,"yes","yes","unknown",30,"may",289,2,-1,0,"unknown","no"
29401,75,"retired","married","primary","no",358,"no","no","cellular",17,"feb",364,11,-1,0,"unknown","yes"
29402,37,"admin.","married","secondary","no",637,"no","no","unknown",5,"jun",1084,1,-1,0,"unknown","no"
29403,31,"management","single","tertiary","no",147,"no","no","cellular",9,"mar",469,1,181,2,"success","yes"
29404,35,"unemployed","single","tertiary","no",415,"no","no","cellular",4,"aug",462,1,92,4,"success","yes"
29405,56,"retired","married","tertiary","no",87,"no","no","cellular",8,"jul",136,2,-1,0,"unknown","no"
29406,34,"retired","married","secondary","no",165,"no","no","cellular",12,"may",99,1,370,1,"failure","no"
29407,22,"blue-collar","single","primary","no",-168,"yes","no","unknown",13,"may",160,3,-1,0,"unknown","no"
29408,39,"technician","single","tertiary","no",610,"no","no","unknown",20,"jun",241,2,-1,0,"unknown","no"
29409,53,"services","divorced","secondary","yes",0,"no","yes","unknown",3,"jul",172,10,-1,0,"unknown","no"
29410,39,"self-employed","married","secondary","no",1304,"yes","yes","cellular",7,"may",183,3,-1,0,"unknown","no"
29411,48,"admin.","married","secondary","no",359,"yes","no","unknown",7,"may",374,1,-1,0,"unknown","no"
29412,35,"admin.","married","secondary","no",3854,"yes","no","cellular",5,"may",131,1,-1,0,"unknown","no"
29413,39,"management","married","tertiary","no",0,"no","no","telephone",16,"jul",41,6,-1,0,"unknown","no"
29414,38,"management","married","tertiary","no",0,"yes","no","unknown",20,"may",206,1,-1,0,"unknown","no"
29415,20,"student","single","unknown","no",801,"no","no","cellular",11,"nov",244,2,-1,0,"unknown","yes"
29416,41,"entrepreneur","divorced","tertiary","no",958,"no","no","cellular",10,"jul",72,1,-1,0,"unknown","no"
29417,42,"technician","married","secondary","no",645,"yes","yes","unknown",14,"may",349,5,-1,0,"unknown","no"
29418,32,"management","single","tertiary","no",354,"no","no","cellular",4,"mar",177,2,133,5,"other","yes"
29419,56,"technician","married","secondary","no",2558,"no","no","unknown",19,"jun",288,1,-1,0,"unknown","no"
29420,34,"blue-collar","single","secondary","no",-72,"yes","no","cellular",7,"jul",273,5,-1,0,"unknown","no"
29421,51,"housemaid","married","primary","no",1138,"no","no","cellular",7,"aug",265,3,-1,0,"unknown","no"
29422,32,"blue-collar","married","secondary","no",150,"no","no","cellular",5,"feb",210,1,-1,0,"unknown","no"
29423,38,"entrepreneur","married","secondary","no",0,"yes","yes","cellular",19,"nov",418,2,-1,0,"unknown","no"
29424,37,"blue-collar","married","secondary","no",2848,"yes","no","cellular",16,"apr",280,2,147,3,"failure","no"
29425,48,"admin.","divorced","secondary","no",771,"yes","no","unknown",2,"jun",133,1,-1,0,"unknown","no"
29426,60,"retired","married","secondary","no",2077,"yes","no","unknown",14,"may",163,1,-1,0,"unknown","no"
29427,37,"management","married","tertiary","no",11,"no","no","cellular",21,"nov",326,1,-1,0,"unknown","no"
29428,61,"blue-collar","married","primary","no",5,"no","no","cellular",6,"aug",562,2,94,3,"success","yes"
29429,52,"unemployed","married","primary","no",426,"no","no","cellular",8,"jun",252,5,-1,0,"unknown","no"
29430,54,"blue-collar","married","primary","no",551,"yes","no","cellular",28,"jul",431,2,-1,0,"unknown","no"
29431,31,"technician","single","secondary","no",591,"yes","yes","cellular",15,"may",14,5,-1,0,"unknown","no"
29432,40,"blue-collar","married","primary","no",2502,"yes","no","cellular",18,"may",205,1,-1,0,"unknown","no"
29433,30,"blue-collar","single","secondary","no",17,"yes","no","unknown",29,"may",197,9,-1,0,"unknown","no"
29434,40,"services","divorced","primary","no",1937,"yes","no","unknown",2,"jun",86,1,-1,0,"unknown","no"
29435,43,"housemaid","married","primary","no",685,"no","no","cellular",28,"aug",77,7,-1,0,"unknown","no"
29436,39,"management","married","tertiary","no",2666,"no","no","cellular",7,"aug",96,2,-1,0,"unknown","no"
29437,38,"entrepreneur","single","tertiary","yes",0,"yes","no","cellular",18,"nov",120,1,-1,0,"unknown","no"
29438,40,"entrepreneur","married","tertiary","no",1953,"yes","no","unknown",6,"jun",112,5,-1,0,"unknown","no"
29439,30,"management","married","secondary","no",1439,"yes","no","cellular",18,"nov",373,1,-1,0,"unknown","no"
29440,36,"self-employed","married","secondary","no",1245,"yes","no","cellular",9,"feb",8,7,248,9,"success","no"
29441,37,"technician","married","secondary","no",511,"yes","no","unknown",13,"may",232,4,-1,0,"unknown","no"
29442,36,"blue-collar","married","secondary","no",439,"yes","no","unknown",21,"may",260,5,-1,0,"unknown","no"
29443,36,"blue-collar","married","secondary","no",0,"yes","yes","cellular",20,"apr",240,1,326,1,"success","no"
29444,49,"management","married","tertiary","no",271,"yes","no","cellular",5,"feb",18,6,-1,0,"unknown","no"
29445,33,"management","divorced","tertiary","no",47,"no","no","cellular",21,"nov",86,3,-1,0,"unknown","no"
29446,84,"retired","divorced","primary","no",639,"no","no","telephone",18,"may",353,3,-1,0,"unknown","yes"
29447,45,"technician","married","secondary","no",1673,"no","no","cellular",23,"oct",76,1,-1,0,"unknown","no"
29448,31,"management","married","tertiary","no",1400,"yes","no","cellular",30,"jan",175,2,2,1,"other","no"
29449,58,"retired","married","secondary","no",1230,"no","no","cellular",20,"may",420,1,87,1,"failure","yes"
29450,28,"admin.","single","secondary","no",119,"no","no","cellular",19,"feb",260,3,-1,0,"unknown","no"
29451,47,"technician","married","secondary","no",3478,"no","no","unknown",18,"jun",13,11,-1,0,"unknown","no"
29452,29,"management","married","tertiary","no",250,"yes","no","cellular",31,"mar",371,2,257,1,"other","no"
29453,34,"blue-collar","married","primary","no",12,"no","no","telephone",21,"nov",61,3,-1,0,"unknown","no"
29454,58,"blue-collar","married","secondary","no",238,"no","no","cellular",15,"may",122,8,-1,0,"unknown","no"
29455,56,"management","married","primary","no",0,"no","no","cellular",3,"feb",996,1,-1,0,"unknown","yes"
29456,45,"blue-collar","married","unknown","no",458,"yes","yes","cellular",11,"jul",145,2,-1,0,"unknown","no"
29457,47,"unemployed","single","secondary","no",4819,"no","no","cellular",18,"nov",144,1,-1,0,"unknown","no"
29458,43,"management","married","tertiary","no",244,"no","no","cellular",14,"aug",167,2,-1,0,"unknown","no"
29459,38,"management","married","tertiary","no",1276,"no","no","cellular",17,"may",272,2,182,3,"success","yes"
29460,35,"technician","divorced","secondary","no",48,"yes","no","cellular",17,"apr",73,1,-1,0,"unknown","no"
29461,59,"blue-collar","married","secondary","no",786,"no","yes","cellular",22,"jul",44,4,-1,0,"unknown","no"
29462,33,"services","single","secondary","no",310,"yes","no","cellular",25,"jul",43,7,-1,0,"unknown","no"
29463,41,"management","married","tertiary","no",30,"yes","no","cellular",15,"may",101,4,291,6,"failure","no"
29464,26,"technician","married","secondary","no",415,"no","no","cellular",24,"jul",92,2,-1,0,"unknown","no"
29465,47,"management","divorced","tertiary","no",1149,"no","yes","cellular",15,"jul",82,2,-1,0,"unknown","no"
29466,45,"management","single","tertiary","no",0,"no","no","cellular",27,"may",114,1,-1,0,"unknown","no"
29467,37,"admin.","single","secondary","no",1097,"yes","no","cellular",21,"nov",1555,2,-1,0,"unknown","yes"
29468,34,"blue-collar","married","secondary","no",29,"yes","no","cellular",15,"may",285,5,-1,0,"unknown","yes"
29469,36,"blue-collar","married","secondary","no",-308,"yes","no","cellular",7,"jul",279,11,-1,0,"unknown","no"
29470,52,"services","married","secondary","no",-888,"no","no","cellular",16,"jul",135,1,-1,0,"unknown","no"
29471,38,"blue-collar","married","primary","no",0,"yes","no","cellular",31,"jul",18,22,-1,0,"unknown","no"
29472,39,"admin.","married","secondary","no",2319,"no","no","cellular",21,"nov",48,1,137,1,"failure","no"
